胶原蛋白软胶囊(奈世康)买二赠一	￥0.01
天王补心丸(仲景)	￥14.00
三金片	￥14.00
布洛芬缓释胶囊(芬必得)	￥14.00
蒙脱石散(必奇)	￥14.00
醋酸地塞米松贴片(意可贴)	￥14.00
小儿止咳糖浆	￥14.00
莫匹罗星软膏(百多邦)	￥14.00
三七	￥14.00
扁桃体炎、咽炎 克拉霉素胶囊(华客)	￥14.10
盐酸氨溴索片	￥14.10
化脓性链球菌敏感性细菌 云南白药 阿奇霉素胶囊	￥14.20
天麻素片	￥14.20
单硝酸异山梨酯缓释片(依姆多)	￥14.30
克霉唑阴道片 超舒	￥14.30
头孢克肟颗粒	￥14.30
脑心舒口服液	￥14.30
乙肝宁颗粒	￥14.40
马应龙麝香痔疮膏	￥14.40
消炎 宜昌长江 阿奇霉素干混悬剂	￥14.50
全无敌杀虫剂(清香)	￥14.50
真菌感染倾向的皮炎、湿疹 江西三九药业 曲安奈德益康唑乳膏（华润三九）	￥14.50
千金净雅妇科专用棉巾	￥14.50
沙丁胺醇气雾剂(混悬型)	￥14.50
骨刺丸	￥14.50
感冒软胶囊	￥14.50
精蛋白锌胰岛素注射液(长效) 仅限自提，不提供送货上门	￥14.50
联苯双酯滴丸	￥14.50
(丽珠肠乐)口服双歧杆菌活菌制剂	￥14.50
连花清瘟胶囊	￥14.50
抗菌消炎-罗红霉素胶囊	￥14.50
乳癖消片 沈阳江药	￥14.50
制霉菌素阴道泡腾片 阴道炎 米可定	￥14.50
天然胶乳橡胶避孕套（至尊） 冈本	￥14.50
排石颗粒	￥14.50
布洛芬缓释胶囊	￥14.50
四味珍层冰硼滴眼液(珍视明滴眼液)(新包装)	￥14.50
柴黄颗粒(新博)	￥14.50
洗洁精(白猫)	￥14.60
治疗手癣、足癣、体癣 江西三九药业 盐酸特比萘芬乳膏（华润三九）	￥14.60
大山楂丸(天士力)	￥14.60
硝酸咪康唑乳膏(达克宁)	￥14.60
麦味地黄丸	￥14.60
苯磺酸左旋氨氯地平片(欣他)	￥14.70
曲安奈德益康唑乳膏(扶严宁)	￥14.70
流行性感冒,腹泻 藿香正气水（云南白药）（夏令）	￥14.80
欧洁急救用品包	￥14.80
奥硝唑胶囊	￥14.80
氨酚伪麻美芬片Ⅱ(感迪)	￥14.80
飘柔滋润去屑洗发露	￥14.80
洁尔阴洗液 洁尔阴	￥14.80
乳酸左氧氟沙星滴眼液(晶安)	￥14.80
四季感冒片	￥14.80
清火片	￥14.80
热毒清片(薄膜衣片)	￥14.80
酮康他索乳膏(顺峰康王)	￥14.80
联苯苄唑软膏(美克)	￥14.80
曲安奈德益康唑乳膏	￥14.80
藿香正气水	￥14.80
天和伤湿止痛膏 10贴 风湿活血止痛风湿性关节炎肌肉疼痛关节痛膏药	￥14.90
口炎清颗粒	￥14.90
头孢克肟胶囊(久邦)	￥14.90
橄榄油维E尿素霜(先声再康)	￥14.90
杜蕾斯避孕套(情迷装)	￥14.90
对乙酰氨基酚混悬滴剂(泰诺林)	￥14.90
蜂胶裂可灵(先声再康)	￥14.90
特润肤裂灵(先声再康)	￥14.90
玫瑰精油尿素霜(先声再康)	￥14.90
貂油膏(先声再康)	￥14.90
与胰岛素笔产品配套使用 温州市贝普科技有限公司 一次性使用胰岛素针(贝普)	￥15.00
清咽润喉功能 京都念慈庵枇杷糖	￥15.00
复方枇杷止咳颗粒	￥15.00
布洛芬缓释胶囊(新海店)	￥15.00
克拉霉素分散片(冰克)(新海店)	￥15.00
山楂(沪春堂)	￥15.00
罗红霉素胶囊(新海店)	￥15.00
感冒清热颗粒	￥15.00
硝苯地平缓释片(圣通平)(新海店)	￥15.00
消炎镇痛膏	￥15.00
缓解体力疲劳 花旗．圣帝坚三港牌欧克胶囊	￥15.00
圣贝特快乐宝贝蜂蜜	￥15.00
盐酸舍曲林片(彼迈乐)	￥15.00
头孢羟氨苄胶囊(新海店)	￥15.00
替米沙坦片(舒尼亚)	￥15.00
依马打正红花油	￥15.00
止痛化癥胶囊 东方金宝	￥15.00
铝碳酸镁片(威地美)	￥15.00
辛芩颗粒(同人泰)	￥15.00
甲钴胺片(代芳)	￥15.00
舒口爽片(琪灵)	￥15.00
养血生发胶囊	￥15.00
六味地黄丸(如医)	￥15.00
缓解儿童普通感冒及流行性感冒 葵花药业集团 小儿氨酚烷胺颗粒	￥15.00
小儿消化不良 云南白药 小儿七星茶颗粒	￥15.00
健胃消食、脘腹胀满  健胃消食片	￥15.00
消炎镇咳、化痰定喘 昆明云健制药 消炎止咳片	￥15.00
抗菌消炎-阿莫西林胶囊	￥15.00
清凉解毒，消炎止痛-六神丸	￥15.00
抗菌消炎-阿莫西林胶囊	￥15.00
感冒用药 昆明云健制药 四季感冒片	￥15.00
牙疼 牙龈上火 牙周炎 修正靖宇天池制药 人工牛黄甲硝唑胶囊	￥15.00
高血压心绞痛 浙江为康制药 苯磺酸氨氯地平片	￥15.00
止咳化痰 海南 乙酰半胱氨酸颗粒(富露施)(儿童)	￥15.00
盆炎净胶囊 双井	￥15.00
K1多乐士时尚浮点天然胶乳橡胶避孕套	￥15.00
天然胶乳橡胶避孕套（激薄） 冈本	￥15.00
早早孕检测试纸 伊健仕	￥15.00
乳癖消片 好护士	￥15.00
晕车贴瑞百氏	￥15.00
头孢克肟咀嚼片(天立威)	￥15.00
珍菊降压片(中大)	￥15.00
康乐鼻炎片	￥15.00
肾炎舒片	￥15.00
咽炎含片	￥15.00
复方氨酚烷胺片(恩威力克舒)	￥15.00
复方氨酚烷胺胶囊(太极)	￥15.00
喷昔洛韦乳膏(夫坦)	￥15.00
感冒软胶囊(瑞百氏)	￥15.00
氧氟沙星乳膏	￥15.00
双黄连口服液	￥15.00
半夏止咳糖浆	￥15.00
川贝止咳糖浆	￥15.00
关节止痛膏(雷公)	￥15.00
麝香跌打风湿膏	￥15.00
消炎镇痛膏	￥15.00
萘敏维滴眼液(珍视亮)	￥15.00
鼻窦炎口服液	￥15.00
小儿氨酚黄那敏颗粒(护彤)	￥15.00
小儿感冒颗粒	￥15.00
复方氢溴酸东莨菪碱贴膏	￥15.00
活血止痛片(逍遥津)  五折	￥15.00
小儿咽扁颗粒	￥15.00
健儿消食口服液(好娃娃)	￥15.00
小儿导赤片(云丰)	￥15.00
联苯苄唑乳膏	￥15.00
曲安奈德益康唑乳膏(邦力)	￥15.00
盐酸特比萘芬乳膏(皮康王)	￥15.00
复方酮康唑软膏(康王)	￥15.00
丁酸氢化可的松乳膏(舒夫林)	￥15.00
冰蚕草本中药乳膏	￥15.00
含氯消毒片(信良牌)	￥15.00
杜仲(晟海祥)	￥15.00
感冒用药 江西新赣江药业 感冒灵胶囊	￥15.10
重楼	￥15.16
风油精	￥15.20
心脑康胶囊	￥15.20
曲安奈德益康唑乳膏(益富清)	￥15.20
盐酸洛美沙星滴眼液(视之名)	￥15.30
柴黄胶囊	￥15.30
复方氨酚烷胺胶囊 (快克)	￥15.30
上呼吸道感染 江苏豪森药业  头孢克洛分散片(恒运)	￥15.30
醋氯芬酸钠肠溶片(爱芬)	￥15.30
缓解儿童普通感冒及流行性感冒引起的发热、头痛、 华润三九(黄石)药业 小儿氨酚黄那敏颗粒（华润三九）	￥15.40
洛索洛芬钠胶囊(康威迪克)	￥15.40
元胡止痛软胶囊	￥15.40
千金净雅妇科专用棉巾	￥15.50
千金净雅妇科专用棉巾	￥15.50
液体创口贴创面保护膜	￥15.50
鼻炎贴水凝胶尤加丽精油贴	￥15.50
注射用重组人干扰素a2b(利分能)	￥15.50
熊胆丸(金熊)	￥15.50
盐酸罗格列酮胶囊(奥洛华)	￥15.50
甘草酸二胺胶囊(甘利欣)	￥15.50
和胃整肠丸	￥15.50
三蛇胆川贝糖浆(宏鹰)	￥15.50
护肝片	￥15.50
泌尿生殖系统感染 盐酸左氧氟沙星片	￥15.50
花红片 花红 盆腔炎	￥15.50
抗骨增生片(仙竹)	￥15.50
感冒止咳片	￥15.50
感冒止咳颗粒	￥15.50
乐敦康(复方磺胺甲恶唑钠滴眼液)	￥15.50
马应龙麝香痔疮膏	￥15.50
盐酸二甲双胍缓释片	￥15.60
小金丸 九芝堂	￥15.60
心可宁胶囊	￥15.60
温胃舒颗粒（华润三九）	￥15.60
蛇胆牛黄花露水(先声再康)（夏令）	￥15.60
南京辅安堂药业 祛痱止痒花露水(先声再康)（夏令）	￥15.60
医用脱脂棉棉球(稳健)	￥15.60
陈香露白露片(云丰)	￥15.60
四季感冒胶囊	￥15.60
甲硝唑凝胶(丽芙)	￥15.60
金银花花露水(先声再康)	￥15.60
湿疹、神经性皮炎、 江西三九药业 糠酸莫米松乳膏（华润三九）	￥15.70
降血脂 杭州默沙东制药 辛伐他汀片(舒降之)	￥15.70
叶酸片 斯利安	￥15.70
阿莫西林胶囊	￥15.70
 骨刺 北京同仁堂 骨刺消痛液	￥15.80
清热泻火  云南白药  炎可宁胶囊	￥15.80
复方桔梗枇杷糖浆(小儿止咳糖浆)(神奇)	￥15.80
黄芪颗粒(好好)	￥15.80
利胆排石片(太极)	￥15.80
高血压病 江苏恒瑞医药 厄贝沙坦片	￥15.80
高血压症 上海雷允上药业 珍菊降压片	￥15.80
胃炎 合肥神鹿双鹤 养胃舒颗粒（华润三九）	￥15.80
 胃炎 开开援生制药 马来酸曲美布汀片	￥15.80
新生化颗粒 云南白药	￥15.80
阿奇霉素分散片(赛乐欣)	￥15.80
格列美脲片(万苏平)	￥15.80
小儿咳喘灵颗粒	￥15.80
腰息痛胶囊(辅仁)	￥15.80
四季感冒片(仙竹)	￥15.80
金牡感冒片(片仔癀)	￥15.80
风热感冒颗粒(云丰)	￥15.80
复方门冬维甘滴眼液(闪亮)	￥15.80
小儿止咳糖浆(葵花)	￥15.80
曲安奈德益康唑乳膏	￥15.80
藿香正气软胶囊	￥15.80
洁尔阴草本抑菌洗液	￥15.80
咳嗽咽痛-健儿清解液	￥15.90
抗菌消炎-奥硝唑胶囊	￥15.90
京都念慈庵蜜炼川贝枇杷膏	￥15.90
保湿止痒杀菌 漳州 止痒膏(肤必佳)（夏令）	￥16.00
蚊虫叮咬止痒 蚊不叮叮不痒（夏令）	￥16.00
海珠喘息定片	￥16.00
多潘立酮片	￥16.00
杞菊地黄丸	￥16.00
十全大补丸	￥16.00
桂附地黄丸(仁和中方)	￥16.00
六味地黄丸	￥16.00
知柏地黄丸	￥16.00
六神沐浴露(冰片冰凉超爽)	￥16.00
柳氮磺吡啶肠溶片(新海店)	￥16.00
菊梅利咽含片(三精)	￥16.00
杭白菊(沪春堂)	￥16.00
小儿氨酚烷胺颗粒(新海店)	￥16.00
维尔康胶囊	￥16.00
复方薄荷脑软膏	￥16.00
阿奇霉素胶囊(新海店)	￥16.00
复方丹参片  五折	￥16.00
六神花露水	￥16.00
复方吡拉西坦脑蛋白水解物片	￥16.00
克林霉素甲硝唑搽剂(靓能)	￥16.00
加蓓保儿宁颗粒	￥16.00
蚊不叮叮不痒	￥16.00
丹参(晟海祥)	￥16.00
高血压 心绞痛 阿斯利康 琥珀酸美托洛尔缓释片(倍他乐克)	￥16.00
高血压心绞痛-富马酸比索洛尔片	￥16.00
急性上呼吸道感染,头痛 天士力  柴胡滴丸（夏令）	￥16.00
消炎类 珠海联邦制药 头孢呋辛酯片(联邦赛福欣)	￥16.00
硝酸咪康唑栓 达克宁	￥16.00
桂花露牌祛臭液II号	￥16.00
玻璃体温计(青蓝紫)	￥16.00
退热贴(儿加劲)	￥16.00
京都念慈菴柠檬草薄荷糖	￥16.00
头孢氨苄甲氧苄啶胶囊	￥16.00
京都念慈庵金桔柠檬糖	￥16.00
京都念慈庵乌梅糖	￥16.00
乳酸司帕沙星片(力贝尔)	￥16.00
枸橼酸莫沙必利分散片(新络纳)	￥16.00
马来酸依那普利片(怡那林)	￥16.00
肠胃宁片(东方)	￥16.00
感冒咳嗽颗粒(仙竹)	￥16.00
风寒感冒颗粒(云丰)	￥16.00
蛤蚧定喘胶囊	￥16.00
氢溴酸右美沙芬分散片(可乐尔)	￥16.00
西地碘含片(华素片)	￥16.00
鼻炎康片	￥16.00
清喉咽颗粒(太极)	￥16.00
双花草珊瑚含片	￥16.00
曲安奈德益康唑乳膏(派瑞松)	￥16.00
消炎退热颗粒(仙竹)	￥16.00
止痒膏(肤必佳)	￥16.00
同仁堂杜仲(精装)	￥16.00
清开灵颗粒	￥16.10
至灵胶囊	￥16.20
过敏性鼻炎 西安扬森 氯雷他定片	￥16.20
用于外眼及附属器敏感菌株感染的局部抗感染治疗 妥布霉素滴眼液(托百士)	￥16.20
胆石通胶囊	￥16.20
5片装1102暖宝宝(可贴)	￥16.30
过敏-盐酸左西替利嗪片	￥16.30
养阴敛肺，止咳祛痰 江西三九药业 强力枇杷露（华润三九）	￥16.30
镇脑宁胶囊	￥16.30
鼻渊胶囊(海王)	￥16.30
云南白药酊	￥16.30
藿香正气软胶囊	￥16.30
头孢克肟干混悬剂(扶欣抗)	￥16.40
盐酸拉贝洛尔片	￥16.40
板蓝根含片(再康)	￥16.40
多潘立酮片(吗丁啉)	￥16.40
头孢羟氨苄胶囊(新海店)	￥16.50
酪酸梭菌、双歧杆菌二联活菌胶囊(常乐康)	￥16.50
超威杀虫气雾剂(水基无香)	￥16.50
加替沙星片(福奇)(新海店)	￥16.50
辛芩颗粒	￥16.50
飘柔芦荟长效止痒滋润洗发露	￥16.50
蒲地蓝消炎片(新海店)	￥16.50
飘柔杏仁长效柔顺洗发露	￥16.50
盐酸羟甲唑啉喷雾剂	￥16.50
贝特令(维生素AD滴剂)	￥16.50
高血压-吲达帕胺片	￥16.50
心脑血管  华法林钠片	￥16.50
快胃片	￥16.50
复方板蓝根颗粒	￥16.50
夏桑菊颗粒	￥16.50
小儿宣肺止咳颗粒	￥16.50
生脉饮(党参方)	￥16.50
高血压-苯磺酸氨氯地平片	￥16.50
感冒发烧消炎 湖南紫光 头孢克肟颗粒	￥16.60
逍遥丸 桐君阁	￥16.60
用于中焦虚寒所致的胃痛，合肥神鹿双鹤药业 温胃舒胶囊	￥16.60
格列美脲片	￥16.60
酚咖片(芬必得)	￥16.60
壮骨麝香止痛膏(羚锐)(精装)	￥16.60
高血压-吲达帕胺缓释片	￥16.70
丁桂儿脐贴(宝宝一贴灵)	￥16.70
多潘立酮混悬液(吗丁啉)(儿童型)	￥16.70
外感风寒 藿香正气滴丸（天士力）（夏令）	￥16.80
香砂养胃丸(御金丹)	￥16.80
氢溴酸右美沙芬软胶囊(奥卜克)	￥16.80
补充锌 葡萄糖酸锌口服液（咪咪乐）	￥16.80
消咳颗粒	￥16.80
苯磺酸氨氯地平片	￥16.80
胃炎 合肥神鹿双鹤 养胃舒胶囊（华润三九）	￥16.80
复方黄松洗液(肤阴洁) 广西源安堂药业有限公司	￥16.80
胃乐宁片	￥16.80
胶体果胶铋胶囊(得恩德)	￥16.80
糖脉康颗粒	￥16.80
夫西地酸乳膏(奥络)	￥16.80
通宣理肺片(薄膜衣片)(昆中)	￥16.80
维C银翘软胶囊	￥16.80
通天口服液	￥16.80
环吡酮胺乳膏(金归)	￥16.80
环吡酮胺乳膏(悦苏)	￥16.80
板蓝根颗粒(云南维和)	￥16.80
六味地黄丸	￥16.80
藿香正气滴丸	￥16.80
愈美甲麻敏糖浆(快克露)	￥16.90
美敏伪麻溶液(惠菲宁)(成人)	￥16.90
糖尿病-格列吡嗪片	￥16.90
杜蕾斯避孕套(超薄装)	￥16.90
杜蕾斯避孕套(凉感装)	￥16.90
杜蕾斯避孕套(螺纹装)	￥16.90
杜蕾斯避孕套(双保险装)	￥16.90
杜蕾斯避孕套(凸点螺纹装）	￥16.90
双氯芬酸钠缓释胶囊(英太青)	￥16.90
消渴丸	￥16.90
冠心病  云南金泰得 血塞通滴丸	￥17.00
蛇鞭	￥17.00
灵芝(晟海祥)	￥17.00
归芍调经片 999	￥17.00
硝苯地平缓释片(赛言腾)	￥17.00
甘草(晟海祥)	￥17.00
小儿化痰止咳颗粒(葵花)	￥17.00
高血压 心绞痛 现代制药 硝苯地平控释片	￥17.00
高血压-缬沙坦分散片	￥17.00
盐酸特拉唑嗪片(马沙尼)	￥17.00
一清胶囊	￥17.00
三七化痔丸	￥17.00
右美沙芬缓释混悬液(小眉)	￥17.00
萘普生缓释片(澳普利)	￥17.00
一清颗粒(桐君阁)	￥17.00
除湿白带丸 太极独圣	￥17.20
盐酸特比萘芬凝胶  10g	￥17.20
提高免疫力 哈药集团 葡萄糖酸锌口服液(三精)	￥17.20
氨酚伪麻美芬片/氨麻苯美片(白加黑)	￥17.20
感冒疏风片(昆中)	￥17.20
氯雷他定胶囊(海王抒瑞)	￥17.20
硝酸咪康唑散(达克宁)	￥17.20
沉香曲	￥17.28
 凉血止血、清热除湿、云南白药集团 宫血宁胶囊	￥17.30
盐酸布替萘芬乳膏(孚答静)	￥17.30
散风活血，舒筋止痛-强力天麻杜仲胶囊	￥17.40
强力枇杷露	￥17.40
乳腺炎前期  辽宁好护士 乳癖消片	￥17.40
双氯芬酸钠缓释胶囊(澳芬)	￥17.40
利福平胶囊	￥17.50
腰疼 承德颈复康 腰痛宁胶囊	￥17.50
一次性使用注射笔用针头(优锐)	￥17.50
明药堂鼻鼾贴(通气型)	￥17.50
亮菌甲素片	￥17.50
金鸡胶囊 金鸡  用于附件炎、子宫内膜炎、盆腔炎属湿热下注证者	￥17.50
调经促孕丸 同仁堂	￥17.50
氯沙坦钾胶囊(科什兰)	￥17.50
复方铝酸铋颗粒(得必泰)	￥17.50
盐酸氨溴索口服液(贝莱)	￥17.50
急支糖浆	￥17.50
萘敏维滴眼液(珍视亮)	￥17.50
小儿氨酚烷胺颗粒(优贝滋)	￥17.50
小儿化痰止咳颗粒(优贝滋)	￥17.50
天和骨通贴膏	￥17.50
余麦口咽合剂	￥17.60
桂附地黄丸(仲景)	￥17.60
飞毛腿(金陵之春)杀虫气雾剂	￥17.70
布洛芬混悬液(美林)	￥17.70
布洛芬缓释胶囊	￥17.70
山麦健脾口服液(好娃友)	￥17.80
克咳片(中智)	￥17.80
跌打损伤-云南白药胶囊	￥17.80
咽炎 黄石三九药业 咽炎片（华润三九）	￥17.80
消炎 湘北威尔曼制药 头孢克肟胶囊	￥17.80
双氯芬酸钠肠溶片(扶他林)	￥17.80
格列吡嗪片(中大)	￥17.80
小儿伪麻美芬滴剂(艾畅)	￥17.80
阿司匹林维生素C泡腾片(白加黑)	￥17.80
人参再造丸	￥17.80
复方枣仁胶嚢	￥17.80
复方硫酸软骨素滴眼液(乐敦莹)	￥17.80
(妈咪爱)枯草杆菌、肠球菌、二联活菌多维颗粒剂	￥17.80
脚气散	￥17.80
速溶金钙颗粒(醋酸钙颗粒)	￥17.80
消渴灵片	￥17.80
盐酸左氧氟沙星片(维力泰)	￥17.90
抗宫炎胶囊 仁和	￥17.90
杜蕾斯避孕套(热感超薄装)	￥17.90
杜蕾斯避孕套(凸点螺纹热感装)	￥17.90
疏肝健脾、养血调经  宛西制药 逍遥丸	￥17.90
抗妇炎胶囊  远程  用于湿热下注型慢性盆腔炎。阴道炎、	￥17.90
依巴斯汀片(苏迪)	￥17.90
黄氏响声丸	￥17.90
清热 降火 排毒 苏州九珍堂 同仁堂葛根（精装）	￥18.00
补充维生素C，维生素E 圣雪莲牌维生素C加维生素E泡腾片	￥18.00
 肾结石 南京同仁堂 排石颗粒	￥18.00
活血化瘀  雷允上 大活络丸	￥18.00
清热解毒 合肥今越 热淋清片	￥18.00
奥美拉唑肠溶胶囊	￥18.00
复方银翘氨敏胶囊(仁和)	￥18.00
氯化钠滴眼液(仁和中方)	￥18.00
桂龙咳喘宁片(仁和克快好)	￥18.00
阿奇霉素干混悬剂	￥18.00
头孢克肟颗粒(达力芬)(新海店)	￥18.00
感速康胶囊	￥18.00
癃闭舒片(新海店)	￥18.00
当归(沪春堂)	￥18.00
冬凌草糖浆	￥18.00
复方酚咖伪麻胶囊(力克舒)	￥18.00
罗汉果	￥18.00
药艾条	￥18.00
氯雷他定颗粒  五折	￥18.00
葡萄糖酸锌口服溶液	￥18.00
利巴韦林泡腾颗粒	￥18.00
谷幽兰冻疮王凝胶	￥18.00
9146潘婷丝质顺滑洗发露	￥18.00
麦金利牌维生素C泡腾片(甜橙味)	￥18.00
仁和感冒软胶囊(新海店)	￥18.00
红花油(狮马龙)	￥18.00
桂附地黄丸(太极)	￥18.00
保狮洁消冻膏(抑菌)	￥18.00
摩托护膝(带毡)	￥18.00
风热感冒颗粒(石药)	￥18.00
石斛	￥18.00
活血祛瘀，通脉活络-血塞通分散片	￥18.00
万通筋骨片	￥18.00
藿香正气颗粒(昆中)	￥18.00
薏苡仁(晟海祥)	￥18.00
补充多种维生素 圣雪莲牌多维矿物质泡腾片（成人型）  五折	￥18.00
补充多种维生素 维多康牌多维矿物泡腾片  五折	￥18.00
益气健脾 养血强身 上海冠生园华光酿酒药业 华佗十全酒	￥18.00
高血压 上海 苯磺酸氨氯地平片  3月选品活动	￥18.00
咽痛  片仔癀 川贝清肺糖浆  雾霾活动	￥18.00
增加免疫力 B圣雪莲牌维生素C加维生素E泡腾片  五折	￥18.00
高血压-苯磺酸氨氯地平片	￥18.00
腹泻-复方黄连素片	￥18.00
改善和控制血糖 德源药业 盐酸吡格列酮片	￥18.00
牙髓炎-人工牛黄甲硝唑胶囊	￥18.00
抗菌消炎-盐酸左氧氟沙星胶囊	￥18.00
高血压 扬子江制药 马来酸依那普利片	￥18.00
清热解毒，凉血利咽 云南白药板蓝根颗粒（夏令）	￥18.00
K1多乐士时尚超薄天然胶乳橡胶避孕套	￥18.00
K1新天使避孕套（超感系列沸腾冰火装）	￥18.00
K1新天使避孕套（超感系列极致冰感装）	￥18.00
K1新天使避孕套（超感系列至尊热感装）	￥18.00
谷幽兰维生素E防裂护手霜	￥18.00
麦金利牌维生素C泡腾片(荔枝味)	￥18.00
麦金利牌维生素C泡腾片(水蜜桃味)	￥18.00
麦金利牌维生素C泡腾片(蓝莓味)	￥18.00
麦金利牌维生素C泡腾片(菠萝味)	￥18.00
阿奇霉素分散片(万生力泰)	￥18.00
丁细牙痛胶囊(泰康)	￥18.00
复方牛黄消炎灵胶囊	￥18.00
风寒感冒颗粒(石药)	￥18.00
桑姜感冒胶囊	￥18.00
炎可宁片	￥18.00
右旋糖酐铁片(仙竹)	￥18.00
痰咳净片	￥18.00
乳酸菌素片(江中)	￥18.00
复方百部止咳糖浆(桐君阁)	￥18.00
川贝枇杷糖浆	￥18.00
香砂平胃颗粒	￥18.00
清眩片(桐君阁)	￥18.00
萘敏维滴眼液(爱尔明)	￥18.00
小儿宝泰康颗粒(童俏俏)	￥18.00
氯雷他定片(去艾尔) 五折	￥18.00
清喉利咽颗粒(慢严舒柠)	￥18.00
小儿宝泰康颗粒(童俏俏)	￥18.00
风油精(水仙)	￥18.00
桂附地黄丸(桐君阁)	￥18.00
田七花叶颗粒(云丰)	￥18.00
蒲地蓝消炎片(琪灵)  五折	￥18.00
黄连上清丸(桐君阁)	￥18.00
婴肤宝(宝宝维肤膏)	￥18.00
藿香正气胶囊(片仔癀)	￥18.00
水蛭	￥18.00
发热、头痛、鼻塞流涕  浙江亚峰药厂 小儿氨酚黄那敏颗粒	￥18.00
